x,y,z
15.445714014,45.292000000,62.280847738
15.444127477,45.359000000,62.267894325
15.442517261,45.426000000,62.254808587
15.440883437,45.493000000,62.241591539
15.439226077,45.560000000,62.228244197
15.437545251,45.627000000,62.214767575
15.435841033,45.694000000,62.201162688
15.434113492,45.761000000,62.187430552
15.432362700,45.828000000,62.173572181
15.430588728,45.895000000,62.159588591
15.428791648,45.962000000,62.145480797
15.426971531,46.029000000,62.131249814
15.425128448,46.096000000,62.116896657
15.423262471,46.163000000,62.102422341
15.421373672,46.230000000,62.087827881
15.419462120,46.297000000,62.073114292
15.417527888,46.364000000,62.058282590
15.415571047,46.431000000,62.043333790
15.413591668,46.498000000,62.028268906
15.411589823,46.565000000,62.013088954
15.409565583,46.632000000,61.997794949
15.407519019,46.699000000,61.982387906
15.405450203,46.766000000,61.966868839
15.403359206,46.833000000,61.951238765
15.401246099,46.900000000,61.935498699
15.399110954,46.967000000,61.919649654
15.396953841,47.034000000,61.903692647
15.394774833,47.101000000,61.887628693
15.392574000,47.168000000,61.871458806
15.390351415,47.235000000,61.855184002
15.388107147,47.302000000,61.838805296
15.385841269,47.369000000,61.822323703
15.383553852,47.436000000,61.805740238
15.381244968,47.503000000,61.789055916
15.378914686,47.570000000,61.772271753
15.376563080,47.637000000,61.755388762
15.374190220,47.704000000,61.738407961
15.371796177,47.771000000,61.721330363
15.369381023,47.838000000,61.704156983
15.366944830,47.905000000,61.686888838
15.364487668,47.972000000,61.669526941
15.362009608,48.039000000,61.652072308
15.359510723,48.106000000,61.634525955
15.356991084,48.173000000,61.616888896
15.354450761,48.240000000,61.599162145
15.351889826,48.307000000,61.581346720
15.349308351,48.374000000,61.563443634
15.346706407,48.441000000,61.545453902
15.344084065,48.508000000,61.527378540
15.341441396,48.575000000,61.509218564
15.338778472,48.642000000,61.490974987
15.336095364,48.709000000,61.472648825
15.333392144,48.776000000,61.454241093
15.330668882,48.843000000,61.435752806
15.327925651,48.910000000,61.417184980
15.325162521,48.977000000,61.398538629
15.322379563,49.044000000,61.379814769
15.319576850,49.111000000,61.361014414
15.316754452,49.178000000,61.342138580
15.313912441,49.245000000,61.323188282
15.311050888,49.312000000,61.304164535
15.308169864,49.379000000,61.285068354
15.305269441,49.446000000,61.265900754
15.302349690,49.513000000,61.246662750
15.299410683,49.580000000,61.227355358
15.296452490,49.647000000,61.207979592
15.293475183,49.714000000,61.188536468
15.290478834,49.781000000,61.169027000
15.287463513,49.848000000,61.149452204
15.284429292,49.915000000,61.129813096
15.281376243,49.982000000,61.110110689
15.278304436,50.049000000,61.090345999
15.275213943,50.116000000,61.070520041
15.272104836,50.183000000,61.050633831
15.268977185,50.250000000,61.030688383
15.265831062,50.317000000,61.010684712
15.262666538,50.384000000,60.990623834
15.259483685,50.451000000,60.970506764
15.256282574,50.518000000,60.950334516
15.253063277,50.585000000,60.930108107
15.249825864,50.652000000,60.909828550
15.246570406,50.719000000,60.889496862
15.243296977,50.786000000,60.869114057
15.240005645,50.853000000,60.848681150
15.236696484,50.920000000,60.828199156
15.233369564,50.987000000,60.807669091
15.230024956,51.054000000,60.787091970
15.226662733,51.121000000,60.766468807
15.223282964,51.188000000,60.745800618
15.219885722,51.255000000,60.725088419
15.216471078,51.322000000,60.704333223
15.213039104,51.389000000,60.683536046
15.209589869,51.456000000,60.662697903
15.206123447,51.523000000,60.641819810
15.202639908,51.590000000,60.620902782
15.199139323,51.657000000,60.599947832
15.195621764,51.724000000,60.578955978
15.192087303,51.791000000,60.557928233
15.188536010,51.858000000,60.536865613
